file,status,error,bank_name,year,presence,tokens,out_tokens
y6report_1122310_BRIDGER-CO_2014,passed,,The Bridger Company,2014,both,78459,1531
y6report_1122310_BRIDGER-CO_2015,passed,,The Bridger Company,2015,both,5653,1531
y6report_1122310_BRIDGER-CO_2016,passed,,The Bridger Company,2016,both,16633,1275
y6report_1122310_BRIDGER-CO_2017,passed,,The Bridger Company,2017,both,5827,1322
y6report_1122310_BRIDGER-CO_2018,passed,,The Bridger Company,2018,both,13334,1290
y6report_1122310_BRIDGER-CO_2019,passed,,The Bridger Company,2019,both,13392,1167
y6report_1122310_BRIDGER-CO_2020,passed,,The Bridger Company,2020,both,8569,1158
y6report_1122310_BRIDGER-CO_2021,passed,,The Bridger Company,2021,both,7660,1274
y6report_1122310_BRIDGER-CO_2022,passed,,The Bridger Company,2022,both,13815,1274
y6report_1122310_BRIDGER-CO_2023,passed,,The Bridger Company,2023,none,9887,62
y6report_1122310_BRIDGER-CO_2024,passed,,The Bridger Company,2024,insiders,9857,180
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2013,passed,,"First National Agency of Bagley, Inc.",2013,both,16990,2480
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2014,passed,,"First National Agency of Bagley, Inc.",2014,both,24102,1506
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2015,passed,,"First National Agency of Bagley, Inc.",2015,both,5445,2662
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2016,passed,,"First National Agency of Bagley, Inc.",2016,both,13539,2701
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2017,passed,,"First National Agency of Bagley, Inc.",2017,both,18187,2574
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2018,passed,,"First National Agency of Bagley, Inc.",2018,both,5275,2031
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2019,passed,,"First National Agency of Bagley, Inc.",2019,both,12935,2103
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2020,passed,,"First National Agency of Bagley, Inc.",2020,both,14940,2087
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2021,passed,,"First National Agency of Bagley, Inc.",2021,both,13915,2088
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2022,passed,,"First National Agency of Bagley, Inc.",2022,none,2823,66
y6report_1122413_FIRST-NAT-AGY-OF-BAGLEY_2023,passed,,"First National Agency of Bagley, Inc.",2023,none,10365,66
y6report_1122422_NORTHEAST-SECURITIES-CORP_2013,passed,,NORTHEAST SECURITIES CORPORATION,2013,both,81182,2460
y6report_1122422_NORTHEAST-SECURITIES-CORP_2014,passed,,Northeast Securities Corporation,2014,both,78709,2348
y6report_1122422_NORTHEAST-SECURITIES-CORP_2015,passed,,Northeast Securities Corporation,2015,both,27402,2475
y6report_1122422_NORTHEAST-SECURITIES-CORP_2016,passed,,Northeast Securities Corp,2016,both,17197,2459
y6report_1122422_NORTHEAST-SECURITIES-CORP_2017,passed,,Northeast Securities Corp,2017,both,25141,2317
y6report_1122422_NORTHEAST-SECURITIES-CORP_2018,passed,,Northeast Securities Corporation,2018,both,5022,2349
y6report_1122422_NORTHEAST-SECURITIES-CORP_2019,passed,,Northeast Securities Corp,2019,both,14945,2845
y6report_1122422_NORTHEAST-SECURITIES-CORP_2020,passed,,Northeast Securities,2020,both,6016,1377
y6report_1122422_NORTHEAST-SECURITIES-CORP_2021,passed,,Northeast securities Corporation,2021,both,14480,2375
y6report_1122422_NORTHEAST-SECURITIES-CORP_2022,passed,,Northeast Securities,2022,both,13253,2404
y6report_1122422_NORTHEAST-SECURITIES-CORP_2023,passed,,Northeast Securities Corp,2023,none,4206,61
y6report_1122468_LINCOLN-INVESTMENT-CO_2013,passed,,Lincoln Investment Company,2013,both,21916,730
y6report_1122468_LINCOLN-INVESTMENT-CO_2014,passed,,Lincoln Investment Company,2014,both,31798,654
y6report_1122468_LINCOLN-INVESTMENT-CO_2015,passed,,Lincoln Investment Company,2015,both,6860,656
y6report_1122468_LINCOLN-INVESTMENT-CO_2016,passed,,LINCOLN INVESTMENT COMPANY,2016,both,5197,652
y6report_1122468_LINCOLN-INVESTMENT-CO_2017,passed,,Lincoln Investment Company,2017,both,13642,644
y6report_1122468_LINCOLN-INVESTMENT-CO_2018,passed,,Lincoln Investment Company,2018,both,16885,674
y6report_1122468_LINCOLN-INVESTMENT-CO_2019,passed,,Lincoln Investment Company,2019,both,4030,646
y6report_1122468_LINCOLN-INVESTMENT-CO_2020,passed,,LINCOLN INVESTMENT COMPANY,2020,both,16270,680
y6report_1122468_LINCOLN-INVESTMENT-CO_2021,passed,,Lincoln Investment Co.,2021,both,30874,679
y6report_1122468_LINCOLN-INVESTMENT-CO_2022,passed,,Lincoln Investment Co.,2022,both,20248,644
y6report_1122468_LINCOLN-INVESTMENT-CO_2023,passed,,Lincoln Investment Co.,2023,none,12433,61
y6report_1122516_PLAZA-AGY_2013,passed,,"Plaza Agency, Inc.",2013,both,23116,1697
y6report_1122516_PLAZA-AGY_2014,passed,,"Plaza Agency, Inc.",2014,both,17538,1697
y6report_1122516_PLAZA-AGY_2015,passed,,"Plaza Agency, Inc.",2015,both,6075,1684
y6report_1122516_PLAZA-AGY_2016,passed,,"Plaza Agency, Inc.",2016,both,4974,1684
y6report_1122516_PLAZA-AGY_2017,passed,,"Plaza Agency, Inc.",2017,both,5710,1428
y6report_1122534_FRANKSON-INVESTMENT-CORP_2013,passed,,Frankson Investment Corporation,2013,both,5924,1620
y6report_1122534_FRANKSON-INVESTMENT-CORP_2014,passed,,Frankson Investment Corporation,2014,both,4653,1551
y6report_1122534_FRANKSON-INVESTMENT-CORP_2015,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1122534_FRANKSON-INVESTMENT-CORP_2016,passed,,Frankson Investment Corporation,2016,both,4717,1563
y6report_1122534_FRANKSON-INVESTMENT-CORP_2017,passed,,Frankson Investment Corporation,2017,both,5189,1579
y6report_1122534_FRANKSON-INVESTMENT-CORP_2018,passed,,Frankson Investment Corporation,2018,both,54140,1479
y6report_1122534_FRANKSON-INVESTMENT-CORP_2019,passed,,FRANKSON INVESTMENT CORPORATION,2019,both,26876,1480
y6report_1122534_FRANKSON-INVESTMENT-CORP_2020,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1122534_FRANKSON-INVESTMENT-CORP_2021,passed,,Frankson Investment Corporation,2021,both,25492,1346
y6report_1122534_FRANKSON-INVESTMENT-CORP_2022,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1122534_FRANKSON-INVESTMENT-CORP_2023,passed,,Frankson Investment Corporation,2023,both,14393,1323
y6report_1122534_FRANKSON-INVESTMENT-CORP_2024,passed,,FRANKSON INVESTMENT CORPORATION,2024,both,4401,1155
y6report_1122543_PARK-FALLS-AGY_2013,passed,,"PARK FALLS AGENCY, INC.",2013,both,13932,949
y6report_1122543_PARK-FALLS-AGY_2014,passed,,"PARK FALLS AGENCY, INC.",2014,both,4246,821
y6report_1122543_PARK-FALLS-AGY_2015,passed,,"PARK FALLS AGENCY, INC.",2015,both,5134,764
y6report_1122543_PARK-FALLS-AGY_2016,passed,,"PARK FALLS AGENCY, INC.",2016,both,4812,630
y6report_1122543_PARK-FALLS-AGY_2017,passed,,"PARK FALLS AGENCY, INC",2017,both,13702,611
y6report_1122543_PARK-FALLS-AGY_2018,passed,,"PARK FALLS AGENCY, INC.",2018,both,15043,613
y6report_1122703_MEDR-BSHRS_2013,passed,,"MEDR Bancshares, Inc.",2013,both,17409,1115
y6report_1122776_HOME_2013,passed,,"H.O.M.E., INC.",2013,both,6123,1601
y6report_1122776_HOME_2014,passed,,"H.O.M.E., INC.",2014,both,14850,1423
y6report_1122824_SAINT-PETER-AGY_2013,passed,,"Saint Peter Agency, Inc.",2013,both,3720,1070
y6report_1122824_SAINT-PETER-AGY_2014,passed,,"Saint Peter Agency, Inc.",2014,both,22610,995
y6report_1122824_SAINT-PETER-AGY_2015,passed,,"Saint Peter Agency, Inc.",2015,both,3658,944
y6report_1122824_SAINT-PETER-AGY_2016,passed,,"Saint Peter Agency, Inc.",2016,both,3612,944
y6report_1122824_SAINT-PETER-AGY_2017,passed,,"St. Peter Agency, Inc.",2017,both,4050,714
y6report_1122897_PARKSTON-INVESTMENT-CO_2013,passed,,Parkston Investment Company,2013,both,15169,2258
y6report_1122897_PARKSTON-INVESTMENT-CO_2014,passed,,Parktson Investment Company,2014,both,5120,2214
y6report_1122897_PARKSTON-INVESTMENT-CO_2015,passed,,Parkston Investment Company,2015,both,19050,2186
y6report_1122897_PARKSTON-INVESTMENT-CO_2016,passed,,Parkston Investment Company,2016,both,5389,2200
y6report_1122897_PARKSTON-INVESTMENT-CO_2017,passed,,Parkston Investment Company,2017,both,5316,2243
y6report_1122897_PARKSTON-INVESTMENT-CO_2018,passed,,Parkston Investment Company,2018,both,15441,2352
y6report_1122897_PARKSTON-INVESTMENT-CO_2019,passed,,Parkston Investment Company,2019,both,15329,2603
y6report_1122897_PARKSTON-INVESTMENT-CO_2020,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1122897_PARKSTON-INVESTMENT-CO_2021,passed,,Parkston Investment Company,2021,both,6042,2719
y6report_1122897_PARKSTON-INVESTMENT-CO_2022,passed,,Parkston Investment Company,2022,both,13965,1891
y6report_1122897_PARKSTON-INVESTMENT-CO_2023,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1122897_PARKSTON-INVESTMENT-CO_2024,passed,,PARKSTON INVESTMENT COMPANY,2024,both,5306,2448
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2013,passed,,"CHIPPEWA VALLEY AGENCY, LTD.",2013,both,144479,995
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2014,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2015,passed,,"Chippewa Valley Agency, Ltd.",2015,both,5362,1097
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2016,passed,,"Chippewa Valley Agency, Ltd.",2016,both,5774,1107
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2017,passed,,"Chippewa Valley Agency, Ltd.",2017,both,14919,1328
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2018,passed,,"Chippewa Valley Agency, Ltd.",2018,both,22943,1116
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2019,passed,,"Chippewa Valley Agency, Ltd.",2019,both,5825,1105
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2020,passed,,"Chippewa Valley Agency, Ltd.",2020,both,14436,1105
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2021,passed,,"Chippewa Valley Agency, Ltd.",2021,both,16893,1713
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2022,passed,,"Chippewa Valley Agency, Ltd.",2022,both,3402,1721
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2023,passed,,"Chippewa Valley Agency, Ltd.",2023,both,5475,2068
y6report_1122963_CHIPPEWA-VALLEY-AGY-LTD_2024,passed,,"CHIPPEWA VALLEY AGENCY, LTD.",2024,both,5634,3232
y6report_1122981_POE-INVESTMENT-CO_2013,passed,,Poe Investment Co.,2013,both,12855,768
y6report_1122981_POE-INVESTMENT-CO_2014,passed,,Poe Investment Co.,2014,both,5461,761
y6report_1122981_POE-INVESTMENT-CO_2015,passed,,Poe Investment Co.,2015,both,17919,766
y6report_1122981_POE-INVESTMENT-CO_2016,passed,,Poe Investment Co.,2016,both,12326,757
y6report_1122981_POE-INVESTMENT-CO_2017,passed,,Poe Investment Co.,2017,both,4247,726
y6report_1122981_POE-INVESTMENT-CO_2018,passed,,Poe Investment Co.,2018,both,13850,744
y6report_1122990_KIMBERLY-LEASING-CORP_2013,passed,,Kimberly Leasing Corporation,2013,both,14226,1251
y6report_1122990_KIMBERLY-LEASING-CORP_2014,passed,,Kimberly Leasing Corporation,2014,both,13220,1219
y6report_1122990_KIMBERLY-LEASING-CORP_2015,passed,,Kimberly Leasing Corp,2015,both,14747,1254
y6report_1122990_KIMBERLY-LEASING-CORP_2016,passed,,Kimberly Leasing Corporation,2016,both,5299,1293
y6report_1122990_KIMBERLY-LEASING-CORP_2017,passed,,Kimberly Leasing Corporation,2017,both,5025,1231
y6report_1122990_KIMBERLY-LEASING-CORP_2018,passed,,Kimberly Leasing Corporation,2018,both,13480,1148
y6report_1122990_KIMBERLY-LEASING-CORP_2019,passed,,Kimberly Leasing Corporation,2019,both,6174,1502
y6report_1122990_KIMBERLY-LEASING-CORP_2020,passed,,Kimberly Leasing Corporation,2020,both,6239,1501
y6report_1122990_KIMBERLY-LEASING-CORP_2021,passed,,Kimberly Leasing Corporation,2021,both,6615,1499
y6report_1122990_KIMBERLY-LEASING-CORP_2022,passed,,Kimberly Leasing Corporation,2022,securities,3514,491
y6report_1122990_KIMBERLY-LEASING-CORP_2023,passed,,Kimberly Leasing Corporation,2023,none,2843,61
y6report_1123018_WESSINGTON-BSHRS_2013,passed,,"Wessington Bankshares, Inc.",2013,both,12676,1160
y6report_1123018_WESSINGTON-BSHRS_2014,passed,,"Wessington Bankshares, Inc.",2014,both,26566,993
y6report_1123018_WESSINGTON-BSHRS_2015,passed,,"Wessington Bankshares, Inc.",2015,both,15395,968
y6report_1123018_WESSINGTON-BSHRS_2016,passed,,"Wessington Bankshares, Inc.",2016,both,4596,969
y6report_1123018_WESSINGTON-BSHRS_2017,passed,,"Wessington Bankshares, Inc.",2017,both,13298,988
y6report_1123018_WESSINGTON-BSHRS_2018,passed,,"Wessington Bankshares, Inc.",2018,both,4656,873
y6report_1123018_WESSINGTON-BSHRS_2019,passed,,"Wessington Bankshares, Inc.",2019,both,12751,783
y6report_1123018_WESSINGTON-BSHRS_2020,passed,,"Wessington Bankshares, Inc.",2020,both,14115,788
y6report_1123018_WESSINGTON-BSHRS_2021,passed,,"Wessington Bankshares, INC",2021,both,11794,790
y6report_1123018_WESSINGTON-BSHRS_2022,passed,,"Wessington Bankshares, Inc.",2022,insiders,81756,374
y6report_1123018_WESSINGTON-BSHRS_2023,passed,,"Wessington Bankshares, Inc.",2023,both,3048,541
y6report_1123072_FISHBACK-FC_2013,passed,,FISHBACK FINANCIAL CORPORATION,2013,both,9808,1465
y6report_1123072_FISHBACK-FC_2014,passed,,FISHBACK FINANCIAL CORPORATION,2014,both,171308,1599
y6report_1123072_FISHBACK-FC_2015,passed,,Fishback Financial Corporation,2015,both,49944,1785
y6report_1123072_FISHBACK-FC_2016,passed,,FISHBACK FINANCIAL CORPORATION,2016,both,17948,1599
y6report_1123072_FISHBACK-FC_2017,passed,,Fishback Financial Corporation,2017,both,25576,2084
y6report_1123072_FISHBACK-FC_2018,passed,,Fishback Financial Corporation,2018,both,155242,5104
y6report_1123072_FISHBACK-FC_2019,passed,,Fishback Financial Corporation,2019,both,151463,2728
y6report_1123072_FISHBACK-FC_2020,passed,,Fishback Financial Corporation,2020,both,166059,6799
y6report_1123072_FISHBACK-FC_2021,passed,,Fishback Financial Corporation,2021,both,164359,3284
y6report_1123072_FISHBACK-FC_2022,passed,,Fishback Financial Corporation,2022,securities,59463,231
y6report_1123072_FISHBACK-FC_2023,passed,,Fishback Financial Corporation,2023,both,36408,2432
y6report_1123111_ZUMBROTA-AGY_2013,passed,,"Zumbrota Agency, Inc.",2013,both,16495,2273
y6report_1123111_ZUMBROTA-AGY_2014,passed,,"Zumbrota Agency, Inc.",2014,both,7536,2216
y6report_1123111_ZUMBROTA-AGY_2015,passed,,"Zumbrota Agency, Inc.",2015,both,17971,2345
y6report_1123111_ZUMBROTA-AGY_2016,passed,,"Zumbrota Agency, Inc.",2016,both,14833,2351
y6report_1123111_ZUMBROTA-AGY_2017,passed,,"Zumbrota Agency, Inc.",2017,both,15496,2274
y6report_1123111_ZUMBROTA-AGY_2018,passed,,"Zumbrota Agency, Inc.",2018,both,14901,2324
y6report_1123111_ZUMBROTA-AGY_2019,passed,,"Zumbrota Agency, Inc.",2019,both,14334,2369
y6report_1123111_ZUMBROTA-AGY_2020,passed,,"Zumbrota Agency, Inc.",2020,both,5663,2386
y6report_1123193_MARQUETTE-FNCL-CO_2013,passed,,Marquette Financial Companies,2013,both,140650,5153
y6report_1123193_MARQUETTE-FNCL-CO_2014,passed,,Marquette Financial Companies,2014,both,104394,2827
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2013,passed,,"Citizens State Agency of Tyler, Inc.",2013,both,13895,553
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2014,passed,,"Citizens State Agency of Tyler, Inc.",2014,both,5703,554
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2015,passed,,"Citizens State Agency of Tyler, Inc.",2015,both,4571,556
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2016,passed,,"Citizens State Agency of Tyler, Inc.",2016,both,4329,559
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2017,passed,,"Citizens State Agency of Tyler, Inc.",2017,both,4412,559
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2018,passed,,"Citizens State Agency of Tyler, Inc.",2018,both,4533,553
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2019,passed,,"Citizens State Agency of Tyler, Inc.",2019,both,14052,554
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2020,passed,,"Citizens State Agency of Tyler, Inc.",2020,both,14229,559
y6report_1123287_CITIZENS-ST-AGY-OF-TYLER_2021,passed,,"Citizens State Agency of Tyler, Inc.",2021,both,15567,559
y6report_1123317_FIRST-FNCL-HOLD_2013,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1123401_FIRST-SLEEPY-EYE-BC_2013,passed,,"First Sleepy Eye Bancorporation, Inc.",2013,both,18363,1509
y6report_1123401_FIRST-SLEEPY-EYE-BC_2014,passed,,"First Sleepy Eye Bancorporation, Inc.",2014,both,6892,1275
y6report_1123401_FIRST-SLEEPY-EYE-BC_2015,passed,,"First Sleepy Eye Bancorporation, Inc.",2015,both,15599,1314
y6report_1123401_FIRST-SLEEPY-EYE-BC_2016,passed,,"First Sleepy Eye Bancorporation, Inc.",2016,both,7641,1283
y6report_1123401_FIRST-SLEEPY-EYE-BC_2017,passed,,"First Sleepy Eye Bancorporation, Inc.",2017,both,72482,1698
y6report_1123401_FIRST-SLEEPY-EYE-BC_2018,passed,,"First Sleepy Eye Bancorporation, Inc.",2018,both,9758,2071
y6report_1123401_FIRST-SLEEPY-EYE-BC_2019,passed,,"First Sleepy Eye Bancorporation, Inc.",2019,both,16262,1929
y6report_1123401_FIRST-SLEEPY-EYE-BC_2020,passed,,"First Sleepy Eye Bancorporation, Inc.",2020,both,16741,1932
y6report_1123401_FIRST-SLEEPY-EYE-BC_2021,passed,,"First Sleepy Eye Bancorporation, Inc.",2021,both,7668,2281
y6report_1123401_FIRST-SLEEPY-EYE-BC_2022,passed,,"First Sleepy Eye Bancorporation, Inc.",2022,insiders,15058,1348
y6report_1123401_FIRST-SLEEPY-EYE-BC_2023,passed,,"First Sleepy Eye Bancorporation, Inc.",2023,insiders,4305,1354
y6report_1123401_FIRST-SLEEPY-EYE-BC_2024,passed,,"FIRST SLEEPY EYE BANCORPORATION, INC.",2024,none,2553,69
y6report_1123410_STERLING-FNCL-GROUP_2013,passed,,"Sterling Financial Group, Inc.",2013,both,16012,1204
y6report_1123410_STERLING-FNCL-GROUP_2014,passed,,STERLING FNCL GROUP,2014,both,7353,1017
y6report_1123410_STERLING-FNCL-GROUP_2015,passed,,"STERLING FINANCIAL GROUP, INC",2015,both,6114,1016
y6report_1123410_STERLING-FNCL-GROUP_2016,passed,,"Sterling Financial Group, Inc.",2016,both,14470,957
y6report_1123410_STERLING-FNCL-GROUP_2017,passed,,"Sterling Financial Group, Inc.",2017,both,5499,1063
y6report_1123410_STERLING-FNCL-GROUP_2018,passed,,"Sterling Financial Group, Inc.",2018,both,5468,834
y6report_1123410_STERLING-FNCL-GROUP_2019,passed,,"Sterling Financial Group, Inc.",2019,both,15090,839
y6report_1123410_STERLING-FNCL-GROUP_2020,passed,,"Sterling Financial Group, Inc",2020,both,16432,873
y6report_1123410_STERLING-FNCL-GROUP_2021,passed,,"Sterling Financial Group, Inc.",2021,both,5386,901
y6report_1123410_STERLING-FNCL-GROUP_2022,passed,,"Sterling Financial Group, Inc",2022,insiders,2628,183
y6report_1123410_STERLING-FNCL-GROUP_2023,passed,,"Sterling Financial Group, Inc",2023,insiders,10167,183
